,pre_¿Cuál es tu sexo?,pre_Curso,pre_Dispositivo electrónico,pre_Pregunta 1,pre_Pregunta 2,pre_Pregunta 3,pre_Pregunta 4,pre_Pregunta 5,pre_Pregunta 6,pre_Pregunta 7,pre_Pregunta 8,pre_Pregunta 9,pre_Pregunta 10,pre_Pregunta 11,pre_Pregunta 12,pre_Pregunta 13,pre_Pregunta 14,pre_Pregunta 15,pre_Pregunta 16,pre_Pregunta 17,pre_Pregunta 18,post_¿Cuál es tu sexo?,post_Curso,post_Dispositivo electrónico,post_Pregunta 1,post_Pregunta 2,post_Pregunta 3,post_Pregunta 4,post_Pregunta 5,post_Pregunta 6,post_Pregunta 7,post_Pregunta 8,post_Pregunta 9,post_Pregunta 10,post_Pregunta 11,post_Pregunta 12,post_Pregunta 13,post_Pregunta 14,post_Pregunta 15,post_Pregunta 16,post_Pregunta 17,post_Pregunta 18,post_Pregunta 19,post_Pregunta 20,post_Pregunta 21
6231,Chico,6º Primaria,Teléfono móvil,Es una inteligencia que no es en el mundo real,0,1,0,0,0,1,1,0,1,1,0.25,1.0,0.0,0.75,Pues que te pueden hackear,Sí,Ha sido hacer un juego como un laberinto,Chico,6º Primaria,Teléfono móvil,Es una inteligencia emocional,0,1,1,0,0,1,1,0,,0,0.25,1,1,1,Pues que es una inteligencia creativa ,4,4,De reconocimiento de textos,Para poner una palabra,Pues que a veces no carga
6214,Chico,3º ESO,Ordenador portátil,Maquinas que aprenden a pensar.,1,0,0,1,0,0,1,1,1,0,0.25,0.75,0.75,0.25,No las se,Sí,No tengo enlace,Chico,3º ESO,Ordenador portátil,Enseñar a pensar a maquinas,1,1,0,1,1,1,1,1,1,1,0.75,0.5,0.25,0.5,No conozco  ninguno de ellos,4,3,De reconocimiento de textos,Para clasificar textos,No se me ocurren
6208,Chica,3º ESO,Ordenador portátil,Dispositivos electrónicos que aprenden las órdenes con las que se les va programando para  responder automáticamente.,0,1,0,0,1,1,1,0,0,1,0.5,0.25,0.5,0.75,No siempre es fiable y puede llegar a ser utilizada negativamente.,Sí,,Chica,3º ESO,Ordenador portátil,"Es una tecnología que va aprendiendo mediante un algoritmo y es capaz de reconocer textos, palabras, imágenes, etc. por sí misma.",1,1,1,1,1,1,1,0,1,1,1,0.25,1,0.75,"Que no sea del todo fiable o que pueda llegar a ""hackear"" otros dispositivos.",5,4,De reconocimiento de textos,Para introducir los textos que queremos que reconozca.,"Me parece que está muy bien, no tengo propuestas."
6210,Chica,3º ESO,Ordenador portátil,"Creo que son como sistemas que piensan como humanos, o algo parecido.",0,1,1,1,0,0,1,1,1,0,0.75,0.75,0.5,0.25,"Que pueden estar escuchándonos, creo",Sí,No lo tengo,Chica,3º ESO,Ordenador portátil,,0,0,0,0,0,1,0,1,0,0,0.75,0.25,0.75,0.5,,2,3,De reconocimiento de imágenes,,
5169,Chico,6º Primaria,Ordenador fijo,Es cuando antes de que salga en venta alguna consola la prueban por si tiene alguna fallo.,1,1,0,0,0,1,1,1,0,0,0.25,0.5,0.75,0.75,"Las contraseñas, direcciones i el spam de otras inteligencias artificiales pagadas.",Sí,,Chico,6º Primaria,Ordenador fijo,la inteligencia artificial es que cuando entrenas a dispositivos para que hagan alguna cosa cuando aprenden se llama inteligencia artificial,0,1,0,1,0,1,1,1,0,0,0.25,0.5,0.75,1,"Los correos, spam de anuncios de pago,...",5,3,De reconocimiento de textos,para programar tu respuesta,"Que tambien haya sonidos ye el jugas
dor intente adivinar"
6245,Chica,6º Primaria,Ordenador portátil,para programar a los robots para que piensen,1,1,1,0,0,1,1,,0,1,0.25,0.5,0.5,0.75,nose,Sí,nose donde lo tengo,Chica,6º Primaria,Tableta,Que los robots piensen por si solos sin que los programemos,1,0,1,0,0,1,0,1,0,1,0.5,0.75,0.25,0.5,,5,3,He hecho proyectos de los dos tipos,,No sé a mí me parece que está bien así
6201,Chico,3º ESO,Ordenador portátil,Que las máquinas pueden ir aprendiendo.,1,1,0,1,0,1,0,0,0,1,0.75,1.0,0.75,0.5,No se,Sí,No tengo enlace,Chico,3º ESO,Ordenador portátil,Que las máquinas pueden aprender y parecerse a las personas.,1,1,1,1,1,1,1,1,0,1,1,0.75,1,0.5,Que se puede usar para hacer el mal.,5,5,De reconocimiento de textos,Para que se clasificasen los textos de correctos o incorrectos.,Que se puedan reconocer sonidos
3106,Chica,4º ESO,Teléfono móvil,la inteligencia llevada a cabo por máquinas,0,1,1,0,0,1,1,0,1,1,0.75,1.0,1.0,0.0,Mal uso y que se haga más inteligente que el ser humano,Sí,No,Chica,4º ESO,Ordenador portátil,Es la combinación de algoritmos planteados con el proposito de crear máquinas que presenten las mismas capacidades que el ser humano,0,1,0,0,1,1,1,1,1,1,0.25,1,1,0.5,"accidentes , malos usos y  carreras de armas",5,2,He hecho proyectos de los dos tipos,para clasificar el tipo de texto,ninguna esta bien asi
3101,Chica,4º ESO,Ordenador portátil,Es una inteligencia que utilizan las máquinas,1,0,0,0,0,1,0,1,1,1,0.5,0.75,0.75,0.75,no tengo ni idea,Sí,cuando programamos un juego q eran bloques y una barra abajo y una pelota lo cual la pelota tenia q tocar la barra e ibas eliminando bloques,Chica,4º ESO,Ordenador portátil,combinación de algoritmos  planteados con el propósito de crear máquinas que presenten las mismas capacidades que el ser humano ,0,1,0,0,1,1,1,0,1,1,0.75,1,1,0.5,carreras de armas ,1,1,De reconocimiento de textos,para clasificar un texto,ninguna
5102,Chica,6º Primaria,Teléfono móvil,Una inteligencia que tiene el ordenador o algo aso,1,1,0,0,0,1,1,1,1,1,0.5,0.25,0.75,0.5,,Sí,Ne he hecho projectos acabados ,Chica,6º Primaria,Ordenador portátil,es una inteligencia que te la electronica y permet fer moltes mes coses de les que fas amb l'ordinador.,1,1,0,1,0,1,1,0,1,1,0.5,,0.75,0.25,no conozco ninguno,5,4,De reconocimiento de textos,para poner textos ,ninguna asi esta bien
5817,Chico,5º Primaria,Ordenador portátil,Crea vida amb aparats electronics ,1,1,0,0,0,0,0,0,0,1,0.75,0.5,1.0,1.0,,No,,Chico,5º Primaria,Ordenador fijo,la inteligencia artificial es un objeto programado para hacer cosas.,1,1,0,1,0,1,0,0,1,0,0.5,0.5,1,0.25,"te pueden hacer daño si saben donde vives, te pueden rastrear las llamadas...",4,2,He hecho proyectos de los dos tipos,para aprender mas porque cuantas mas veces lo estudies mas se te quedara mejor.,
6211,Chico,3º ESO,Ordenador portátil,Yo creo que es la inteligencia que es utilizada mediante maquinas.,1,0,0,0,1,0,0,0,1,0,0.75,1.0,0.75,0.25,No conozco ninguno de ellos,"No, pero he programado en otro lenguage",Si e echo. pero no me acuerdo de la contraseña de la cuenta por el que lo hice y no puedo cojer el código,Chico,3º ESO,Ordenador fijo,No lo se,0,0,0,0,0,0,1,0,1,0,0.75,0.5,0.5,1,No conozco ninguno,2,1,He hecho proyectos de los dos tipos,Ns,Ns
6205,Chica,3º ESO,Teléfono móvil,Son maquinas que realizan las tareas que tu le dices,0,1,1,1,0,1,0,0,0,0,0.0,1.0,1.0,0.75,no conozco,Sí,no tengo enlaces,Chica,3º ESO,Ordenador fijo,La inteligencia artificial es la inteligencia llevada a cabo por máquinas,1,0,0,0,1,0,1,0,0,1,1,0.75,0,0,"accidentes, malos usos y carreras de armas.",4,3,De reconocimiento de textos,,Pues yo creo que ninguna
5818,Chica,5º Primaria,Ordenador portátil,es un robot que piensa por si mismo osea que nadie le controla,1,1,1,0,0,1,1,0,1,1,0.25,1.0,1.0,0.0,que de conocerte tanto puede llegar a descubrir cosas privadas ,No,,Chica,5º Primaria,Ordenador portátil,maquinas que resuelven problemas,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.5,,5,3,De reconocimiento de imágenes,para si el texto era correcto o incorrecto,que se puedan guardar trabajos sin tener cuenta
6212,Chico,3º ESO,Ordenador portátil,"Es una facultad de la mente que permite aprender, entender, tomar decisiones y formarse una idea determinada de la realidad.",1,1,1,1,0,0,1,0,1,1,0.0,0.75,0.75,0.5,NO TENGO NI DEA (GRITANDO),Sí,No me acuerdo,Chico,3º ESO,Teléfono móvil,Crear programas informáticos que ejecutan operaciones,0,0,1,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,No conozco ninguno de ellos,4,4,De reconocimiento de textos,Para que se quede guardado el texto que pongas,No tengo propuestas
4119,Chico,4º ESO,Ordenador fijo,La capacidad de un robot para aprender sobre la marcha,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.5,1.0,que cobren consciencia propia ,Sí,,Chico,4º ESO,Ordenador fijo,"Es un sistema que si es sometido a distintas situaciones,ordenes etc... Intente elegir la opción correcta o mas fiable",1,1,1,1,1,1,1,1,1,1,1,0.75,0.5,0.75,que llegue un momento el el que la inteligencia artificial tome conciencia,5,5,He hecho proyectos de los dos tipos,para que cuando el ML decida que opción escoger según el texto realice una opción o otra por ejemplo si pones en texto apagar y ML decide que su respuesta sea apagar se apague la bombilla en Scratch por ejemplo,ninguna
4115,Chica,4º ESO,Ordenador portátil,Es la inteligencia de las máquinas.,1,0,1,1,1,1,1,0,1,1,0.25,0.25,0.75,1.0,Accidentes,Sí,https://scratch.mit.edu/projects/401249433/,Chica,4º ESO,Ordenador portátil,La IA es la inteligencia de las máquinas.,1,1,1,0,1,1,1,1,0,1,0.5,0.25,0.75,1,Que se opongan a nosotros o nos manipulen entre otros.,4,3,He hecho proyectos de los dos tipos,Para utilizar los modelos de texto.,No se me ocurren.
6204,Chico,3º ESO,Ordenador fijo,"Un dispositivo, capaz de aprender por sí solo o mediante órdenes",1,1,1,1,0,1,1,0,0,1,0.75,0.75,1.0,0.5,"
Que se puedan meter demasiado en nuestra vida, se hagan autosuficientes que se desestabilice con el paso del tiempo",Sí,,Chico,3º ESO,Ordenador fijo,Es un mecanismo capaz de aprender mediante entrenamiento pra ser más capaz y mejorarse a si mismo.,1,1,1,1,1,1,0,1,0,1,0.25,0.5,0.25,0,,5,3,He hecho proyectos de los dos tipos,serviria para clasificarlo según lo que dice o el tipo de texto que es,"No se me ocurre nada, está muy bien desarrollado e intuitivo de usar"
224,Chico,4º ESO,Ordenador fijo,"Son una serie de sistemas con la misión con una serie de algoritmos que le permiten emular la inteligencia humana, aún con ciertas limitaciones.",1,,1,1,1,1,1,1,1,1,1.0,0.75,1.0,1.0,"Hay algunos que ya nos afectan a día de hoy, es decir, peligros reales. Entre estos podría estar, por ejemplo, el desempleo. 
Hay otros peligros que no se han presentado siquiera a día de hoy y que son producidos por la incertidumbre hacia el futuro, como podría ser el nombrado en la pregunta 14 que se refiere a una IA que amenazará la supervivencia de la humanidad.",Sí,,Chico,4º ESO,Teléfono móvil,Es una máquina que trata de emular o simular aspectos de la inteligencia humana,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,"Que lleguen a tomar conciencia de lo que son, como en las típicas películas del palo de terminator. Otros peligros serían el desempleo o lo catastrófico que sería un fallo en su programación.",5,3,De reconocimiento de textos,Para clasificar el texto en la etiqueta que le corresponde.,Que se más facil añadir ejemplos. Por ejemplo sin en uno de los ejemplos que añades a una etiqueta te confundes en algo no puedes editarlo.
6215,Chica,3º ESO,Ordenador portátil,es la inteligencia llevada a cabo por máquicas ,1,1,0,0,0,1,0,1,1,0,0.25,0.75,0.5,0.25,"-invadir en la privacidad de las personas 
-manipular información ",Sí,https://scratch.mit.edu/accounts/email_verify/WzYxMjIxNTQ2LCJtYXJpYS5nYXJjaWFAY29sZWdpb3Byb3ZpZGVuY2lhLmVzIix0cnVlXQ:1jgmBZ:3jBvX4E-mBJ1yik3gjyUumjzTzA/?isRegistration=true,Chica,3º ESO,Ordenador portátil,es la inteligencia llevada a cabo por máquinas.,1,1,1,1,1,1,0,0,1,0,0.25,0.25,0.75,0.5,"Invasión de la privacidad para oprimir socialmente
Discriminación
Manipular a la sociedad",3,3,De reconocimiento de imágenes,no se,no se 
6209,Chico,3º ESO,Ordenador portátil,Yo creo que son maquinas que aprenden a pensar,1,0,1,1,0,1,0,0,1,0,0.5,0.25,0.75,0.5,ps nose,Sí,No tengo ninguno guardado,Chico,3º ESO,Ordenador fijo,Es que los mecanismos piensan como las personas,0,0,1,0,1,,1,0,1,0,0.5,0.5,0.75,0.5,Que hagan cosas raras,4,4,De reconocimiento de textos,Para escribir el texto que quieres que dig,Ni idea
6200,Chica,3º ESO,Ordenador portátil,la inteligencia llevada a cabo por maquinas ,0,1,1,1,0,1,1,0,1,0,0.5,0.5,0.5,0.5,no se ,Sí,Having trouble? Copy this link into your browser instead: https://scratch.mit.edu/accounts/email_verify/WzYxMjIxMzA2LCJtYXJ0YS5hbG9uc29AY29sZWdpb3Byb3ZpZGVuY2lhLmVzIix0cnVlXQ:1jgm6h:oBDd8OnI_YhHqj9Jo7QJea82C8s/?isRegistration=true,Chica,3º ESO,Ordenador portátil,"Es una constelación de tecnologías que hacen que las máquinas puedan percibir ,comprender,actuar y aprender ",1,0,0,0,0,1,0,1,1,0,0.5,0.5,0.5,0.5,No conozco ninguno ,3,2,De reconocimiento de textos,Para devolver la orden a la que pertenece el texto ,Ninguna 
3102,Chico,4º ESO,Teléfono móvil,Son los robots y las maquinas que piensan como las personas,1,1,1,1,1,1,0,0,0,1,0.25,0.75,1.0,0.5,Que se nos vaya de las manos el uso de estos,Sí,Esta guardado en el ordenador de clase,Chico,4º ESO,Teléfono móvil,Es la inteligencia que utilizan las máquinas. ,0,1,1,1,1,1,0,0,1,1,0.25,1,0.75,0.5,Que se hagan más inteligentes que el ser humano,4,2,He hecho proyectos de los dos tipos,,
6272,Chico,1º ESO,Ordenador portátil,"Es la inteligencia de unas máquinas, aparatos electrónicos, etc.",1,1,1,0,1,1,0,1,0,0,0.5,0.75,1.0,0.75,hackear,Sí,https://scratch.mit.edu/projects/384734980/,Chico,1º ESO,Ordenador portátil,LA INTELIGENCIA DE UNA MÁQUINA,1,1,1,0,1,1,1,0,1,0,0.5,0.75,1,0.75,"SUPLANTACIÓN DE IDENTIDAD, CIBERACOSO, ADICCIÓN",5,3,De reconocimiento de textos,PARA DECIR SI ALGO ES VERDAD O MENTIRA,NO SÉ
5873,Chica,5º Primaria,Ordenador fijo,la inteligencia artificial yo creo que  es lo que tu piesnas por ejemplo estos test son  inteligencia artificial para saber si tu sabes responder sin buscarlo en google ,0,1,0,1,1,1,1,0,0,0,0.5,1.0,1.0,0.0,Actualmente no se ningún peligro de la inteligencia artificial,No,No tengo favorito porque no he programado,Chica,5º Primaria,Ordenador fijo,la inteligencia artificial es una inteligencia que muestran los ordenadores a nosotros para enseñarnos cosas por ejemplo en que año nació picasso,0,1,0,1,0,1,1,0,0,1,1,0.5,0.5,0,no conozco ningún peligro de la inteligencia artificial,3,3,De reconocimiento de textos,para poner el texto que tu quieres que reconozca el programa,que la distribucion de los bloques sean mas sencillos para saber que sirve cada uno
3629,Chica,2º ESO,Teléfono móvil,Creo que es sobre lo que los robots pueden hacer,1,1,0,0,0,1,1,0,1,1,0.75,0.5,0.25,0.5,,Sí,,Chica,2º ESO,Ordenador portátil,es la intelgencia de las maquinas,0,1,1,1,1,1,1,1,0,0,0.75,0.75,0.5,0.5,,4,4,De reconocimiento de textos,para poner si es positivo o negativo,
5813,Chico,5º Primaria,Ordenador fijo,"maquinas que responden solas por programación
",0,1,0,1,0,0,0,0,1,0,0.25,0.25,1.0,0.5,que pueden hackearte,Sí,,Chico,5º Primaria,Ordenador fijo,es inteligencia creada por los humanos,1,1,1,1,0,0,0,1,0,1,0.5,0.25,0.5,0.75,no programarla bien y revelarse,3,4,De reconocimiento de textos,clasificar textos,poner bloques de comandos para poder acer mas cosas en un projecto
6206,Chica,3º ESO,Ordenador portátil,maquinas que piensan,0,0,0,0,0,0,1,0,1,0,0.75,0.25,0.75,0.25,que se desprograme y la lie,Sí,no me lo se,Chica,3º ESO,Ordenador fijo,Maquinas que piensan por los humanos,0,0,1,0,0,0,0,0,1,0,0.5,0.75,1,0.5,,3,3,De reconocimiento de imágenes,Ni idea,No se ahora mismo
1722,Chico,5º Primaria,Tableta,Es la inteligencia creada por los humanos sobre robots u otro tipo de electrónico.,1,1,1,1,1,1,1,0,1,1,0.0,0.0,1.0,0.0,"Si le das demasiados conocimientos se puede volver más inteligente que nosotros y provocarnos problemas
",Sí,https://scratch.mit.edu/projects/379100412,Chico,5º Primaria,Ordenador fijo,Es la inteligencia que enseñamos a los ordenadores para que ellos sean capaces de reconocer cosas diferentes a otras o para hacer otra labor.,0,1,1,0,0,1,1,0,1,1,0.25,0.25,1,0.75,"Que se puede volver necia, no saber hacer cuentas por un error de sistema y te hace la calculadora las cuentas mal",3,4,De reconocimiento de textos,Para saber a qué pertenece el texto escrito,"Que pueda funcionar mejor con muchísima información, no como me ha pasado."
1710,Chico,Otro,Tableta,Un robot,1,0,1,1,0,0,0,1,1,0,0.75,0.25,0.25,0.25,Que puede conquistar el mundo,Sí,https://scratch.mit.edu/projects/378087312,,,,Un robot,1,0,1,1,0,1,0,1,1,1,0.25,0.25,0.25,0.5,De que se pueden poner tontos y no saber hacer sumas,3,3,De reconocimiento de textos,Para que en el programa busque en lo que le has enseñado,Cambiaria que cuando me pregunta una cosa y pongo lo mismo que puse en LearnigML
5804,Chico,5º Primaria,Teléfono móvil,Es una inteligencia que no podemos pensar es imaginaria por eso es artificial,0,0,1,1,0,0,1,1,0,0,0.75,0.5,1.0,0.0,,No,,Chico,5º Primaria,Teléfono móvil,Yo creo que es la inteligencia llevada acabo por maquinas,1,1,1,0,0,1,0,1,1,0,0.75,0.25,0,0.5,No conozco ninguno de ellos,4,3,De reconocimiento de imágenes,Para que el robot siga las insrrucciones de cada bloque,No se para mi esta todo bien. No cambiaría nada
1009,Chico,4º ESO,Ordenador fijo,"La inteligencia Artificial es un tipo de inteligencia pero creada por lo humanos, que con el paso del tiempo nos ha ayudado a realizar tareas más facilmente",1,1,0,0,0,1,1,1,1,1,0.25,1.0,1.0,0.5,Convertirnos en unos ser humanos demacrados sin nada que hacer y todo automatizado ,Sí,,Chico,4º ESO,Ordenador fijo,,,,,,,,,,,,,,,,,5,4,De reconocimiento de textos,Ese bloque sirve para conectar al modelo creado en LearningML,Que al escribir una palabra al azar siempre te mande a incorrecto
1008,Chico,4º ESO,Ordenador portátil,La inteligencia artificial es un sistema que y recopila o se le administra informacion sobre cierto tema y el cual es programado para poder desenvolver todas las ramificaciones que un sistema podria requerir usando un sistema neuronal el cual se quiere adaptar segun lo humanamente posible para poder pensar y razonar este proceso es llevado a cabo por una computadora,1,1,0,1,1,1,1,1,1,1,0.25,0.25,0.0,0.75,Algun peligro que se me viene a la mente seria que en algun momento una computadora con IA supero el pensamiento y razonamiento de un humano y llegando a tener conocimientos mas alla de nosotros y que cause algun problema,Sí,,Chico,4º ESO,Teléfono móvil,La inteligencia artificial es un sistema que funciona a partir de la recoleccion de elementos o datos y estos son interpretados por una red neuronal en una computadora para así obtener respuestas o diferentes tipos de factores posibles a ciertas problemáticas ,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.75,0.75,Que está llegue a tal nivel de interpretación y control de cierta tecnología que puedan superar el nivel de pensamiento humano y se muestren cosas que desconózcanos y no podamos controlar,5,4,De reconocimiento de textos,Para almacenar las variables que coincidirán o no con las respuestas recibidas,Que tenga la función que creo que no tiene de agregar imágenes pero no solamente comparar imágenes si no que ahí mismo poder hacer dibujos que el sistema reconozca si se está intentando dibujar lo mismo que la foto o no
6202,Chica,3º ESO,Teléfono móvil,Yo creo que son sistemas o máquinas que aprenden a pensar y a razonar como humanos.,0,1,1,1,0,1,1,1,1,0,0.5,0.5,1.0,0.75,No tengo ni idea,Sí,No tengo enlace pero me gustó hacer un juego sobre naves espaciales.,Chica,3º ESO,Ordenador portátil,Es la capacidad que tiene una máquina para resolver problemas o reconocer un texto en la que se necesita una característica de la inteligencia. ,1,1,0,1,0,1,1,0,1,0,0.75,0.25,1,0.75, la invasión de privacidad ,5,4,De reconocimiento de textos,Este bloque sirve para clasificar el texto con la respuesta que tu des.,"Ninguna, yo creo que está bien la herramienta de Learning ML"
1002,Chico,4º ESO,Ordenador portátil,"un sistema de ordenes que forman una capacidad de resolución de problemas ""automática"" dependiendo de los limites que se le coloquen",1,1,1,1,1,1,1,1,0,1,0.75,1.0,0.0,1.0,La formación de la conciencia del aparato,No,,Chico,4º ESO,Ordenador portátil,Un mecanismo cread en base a una entrega de datos suficientes como para poder tener decisiones autónomas en base a los problemas planteados,1,1,1,1,1,1,1,1,1,1,0.75,0.25,0.25,1,El desarrollo de identidad o conciencia,4,4,De reconocimiento de textos,Para ver en qué clasificación de las que se les dio al programa entraría el texto introducido,
2006,No quiero responder,4º ESO,Ordenador portátil,Es el nombre que se utiliza para hablar de la última tecnologia,1,1,1,0,1,1,1,1,1,1,0.25,0.25,0.5,1.0,El ser humano no pensante ,Sí,,Chica,4º ESO,Ordenador portátil,Lo que se utiliza para enseñar a los ordenadores una acción que tienen que realizar ellos mismos.,1,1,1,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,,4,3,De reconocimiento de textos,Para que classifcar si es positivo o negativo,Más idiomas
3117,Chica,4º ESO,Teléfono móvil,Un robot que se maneja por medio de ordenadores o en si mismo es un ordenador.,1,1,1,1,0,1,0,0,0,1,0.5,0.25,0.75,0.25,Cuando sea capaz de sentir ya será una amenaza,No,,Chico,4º ESO,Teléfono móvil,Una IA es un robot q aprede entrenadolo,1,0,1,1,1,1,1,0,1,1,0.75,0.75,0.25,0.75,Que sienta como un ser humano o tome conciencia,3,2,De reconocimiento de textos,Para dentro de una clasificación que sea lo mas parecido a lo que hay,No se me ocurre ninhuna sorrt
3123,Chico,4º ESO,Ordenador fijo,Es un estudio que permite desarrolar los pensamientos que realizan los humanos mediante ordenadores,0,1,1,1,0,1,1,0,0,1,0.5,0.25,1.0,0.5,,Sí,,Chico,4º ESO,Ordenador fijo,"Programa de computación diseñado para realizar determinadas operaciones que se consideran propias de la inteligencia humana, como el autoaprendizaje.",1,1,1,1,0,1,1,0,1,1,0.25,1,1,0.5,,4,2,De reconocimiento de textos,,
